tst_cam,det,pred
20160816_1444_0,0,3.03455e-05
20160816_1444_0,1,1.00404e-10
20160816_1444_0,6,4.6791e-07
20160816_1444_0,3,0.00918582
20160816_1444_0,12,0.1147
20160816_1444_0,11,8.47048e-07
20160816_1444_0,5,0.076987
20160816_1444_0,7,0.00587007
20160816_1444_0,2,0.00485125
20160816_1444_0,8,4.62404e-10
20160816_1444_0,4,1.82143e-05
20160816_1444_0,10,0.0166756
20160816_1644_0,0,4.88207e-05
20160816_1644_0,1,3.25663e-06
20160816_1528_0,9,0.827189
20160816_1528_0,13,0.979914
20160816_1528_0,0,0.651435
20160816_1528_0,1,0.890608
20160816_1528_0,6,0.698981
20160816_1528_0,14,0.782329
20160816_1528_0,3,0.619998
20160816_1528_0,12,6.73998e-06
20160816_1528_0,11,1.61413e-06
20160816_1528_0,5,0.0168773
20160816_1528_0,7,0.824364
20160816_1528_0,2,0.019901
20160816_1528_0,8,0.194812
20160816_1528_0,4,0.650273
20160816_1528_0,10,3.40298e-07
20160816_1631_0,0,8.26444e-06
20160816_0227_0,0,0.000100365
20160816_1447_0,0,0.000151762
20160816_1447_0,1,0.000958713
20160816_1447_0,3,0.000478009
20160816_1447_0,2,0.000148017
20160816_1246_0,0,0.00369116
20160816_1246_0,1,7.70108e-05
20160816_1219_1,17,0.0198567
20160816_1219_1,9,0.993814
20160816_1219_1,13,0.0448177
20160816_1219_1,0,0.0298037
20160816_1219_1,1,0.964196
20160816_1219_1,15,0.91422
20160816_1219_1,6,0.194964
20160816_1219_1,14,0.882162
20160816_1219_1,3,0.000870758
20160816_1219_1,12,0.0121575
20160816_1219_1,11,0.936946
20160816_1219_1,5,0.0540174
20160816_1219_1,19,0.777437
20160816_1219_1,7,0.97984
20160816_1219_1,2,0.981662
20160816_1219_1,18,0.0165791
20160816_1219_1,16,0.00303631
20160816_1219_1,8,0.856661
20160816_1219_1,4,0.904222
20160816_1219_1,10,0.961884
20160816_1219_1,22,0.0292836
20160816_1219_1,20,0.00801182
20160816_1219_1,21,0.00149289
20160816_0948_0,0,0.0691476
20160816_1102_0,0,6.65822e-05
20160816_1102_0,1,1.72392e-05
20160816_1236_1,26,0.961216
20160816_1236_1,17,0.971022
20160816_1236_1,9,0.521134
20160816_1236_1,13,0.993134
20160816_1236_1,0,0.019549
20160816_1236_1,25,0.523318
20160816_1236_1,1,0.0223214
20160816_1236_1,15,0.529978
20160816_1236_1,6,0.979723
20160816_1236_1,14,0.985918
20160816_1236_1,3,7.39806e-06
20160816_1236_1,12,0.00166616
20160816_1236_1,11,0.994842
20160816_1236_1,5,0.00512441
20160816_1236_1,19,0.982095
20160816_1236_1,23,0.754389
20160816_1236_1,7,0.0523104
20160816_1236_1,2,0.11334
20160816_1236_1,18,0.982892
20160816_1236_1,16,0.0513408
20160816_1236_1,8,0.993573
20160816_1236_1,4,0.00020581
20160816_1236_1,24,0.644019
20160816_1236_1,10,0.703352
20160816_1236_1,22,0.999738
20160816_1236_1,20,0.872107
20160816_1236_1,21,0.000455969
20160816_1135_0,0,0.936005
20160816_1905_1,0,1.71486e-05
20160816_0645_1,9,0.156512
20160816_0645_1,13,0.523246
20160816_0645_1,0,0.0296793
20160816_0645_1,1,0.00841724
20160816_0645_1,6,0.549625
20160816_0645_1,14,0.927625
20160816_0645_1,3,0.89593
20160816_0645_1,12,0.545334
20160816_0645_1,11,0.95716
20160816_0645_1,5,0.870746
20160816_0645_1,7,0.101299
20160816_0645_1,2,0.644368
20160816_0645_1,8,0.777151
20160816_0645_1,4,0.690477
20160816_0645_1,10,0.996646
20160816_0915_0,0,1.12274e-06
20160816_1654_1,0,0.950385
20160816_1654_1,1,0.903774
20160816_1654_1,3,0.0521428
20160816_1654_1,2,0.186195
20160816_1654_1,4,0.878323
20160816_0428_1,0,1.52556e-06
20160816_1442_1,26,0.95118
20160816_1442_1,17,0.976238
20160816_1442_1,28,0.286778
20160816_1442_1,37,0.981772
20160816_1442_1,9,0.989121
20160816_1442_1,13,0.965525
20160816_1442_1,0,0.68123
20160816_1442_1,25,0.358687
20160816_1442_1,1,0.509131
20160816_1442_1,39,0.105089
20160816_1442_1,35,0.0288575
20160816_1442_1,34,0.080714
20160816_1442_1,15,0.978527
20160816_1442_1,6,0.937493
20160816_1442_1,14,0.911143
20160816_1442_1,40,0.957785
20160816_1442_1,3,0.0159042
20160816_1442_1,31,0.537625
20160816_1442_1,12,0.963348
20160816_1442_1,11,0.552806
20160816_1442_1,5,0.96932
20160816_1442_1,30,0.980645
20160816_1442_1,19,0.811057
20160816_1442_1,32,0.996596
20160816_1442_1,42,0.869606
20160816_1442_1,27,0.980206
20160816_1442_1,23,0.908943
20160816_1442_1,7,0.937493
20160816_1442_1,2,0.944272
20160816_1442_1,18,0.666036
20160816_1442_1,16,0.993436
20160816_1442_1,38,0.0520304
20160816_1442_1,8,0.977127
20160816_1442_1,4,0.927244
20160816_1442_1,36,0.704735
20160816_1442_1,43,0.990584
20160816_1442_1,33,0.965391
20160816_1442_1,24,0.979039
20160816_1442_1,10,0.980689
20160816_1442_1,22,0.236599
20160816_1442_1,29,0.181876
20160816_1442_1,20,0.776403
20160816_1442_1,21,0.839353
20160816_1442_1,41,0.902361
20160816_1010_1,0,0.942549
20160816_1010_1,1,0.0123045
20160816_1010_1,2,0.033283
20160816_1529_0,17,0.851671
20160816_1529_0,9,0.959532
20160816_1529_0,13,0.000606752
20160816_1529_0,0,7.66327e-07
20160816_1529_0,1,1.53151e-13
20160816_1529_0,15,6.03653e-06
20160816_1529_0,6,1.6118e-11
20160816_1529_0,14,8.93289e-09
20160816_1529_0,3,2.08339e-09
20160816_1529_0,12,0.00672006
20160816_1529_0,11,0.0128368
20160816_1529_0,5,5.47745e-06
20160816_1529_0,19,0.759813
20160816_1529_0,23,0.00221848
20160816_1529_0,7,0.386944
20160816_1529_0,2,8.31172e-05
20160816_1529_0,18,0.706003
20160816_1529_0,16,1.81106e-07
20160816_1529_0,8,0.912067
20160816_1529_0,4,1.69495e-07
20160816_1529_0,10,0.00537727
20160816_1529_0,22,0.00456582
20160816_1529_0,20,0.00124081
20160816_1529_0,21,0.000673539
20160816_0450_0,0,1.93573e-05
20160816_0450_0,1,9.79249e-13
20160816_0450_0,2,1.93345e-09
20160816_1514_1,17,0.00571053
20160816_1514_1,9,0.313628
20160816_1514_1,13,0.0923466
20160816_1514_1,0,5.06052e-08
20160816_1514_1,1,0.830794
20160816_1514_1,15,0.0115996
20160816_1514_1,6,6.5955e-05
20160816_1514_1,14,0.897683
20160816_1514_1,3,2.00921e-12
20160816_1514_1,12,0.000253965
20160816_1514_1,11,0.00113334
20160816_1514_1,5,0.000724237
20160816_1514_1,19,0.990964
20160816_1514_1,7,0.0278136
20160816_1514_1,2,0.830794
20160816_1514_1,18,0.765322
20160816_1514_1,16,0.0115996
20160816_1514_1,8,0.0508175
20160816_1514_1,4,0.161878
20160816_1514_1,10,0.233875
20160816_1514_1,20,0.18106
20160816_1514_1,21,0.848764
20160816_2123_1,0,3.59111e-06
20160816_1723_0,0,1.25064e-09
20160816_1723_0,1,1.91803e-06
20160816_1723_0,3,2.83251e-11
20160816_1723_0,5,1.92159e-05
20160816_1723_0,2,3.82086e-05
20160816_1723_0,4,9.00344e-06
20160816_1049_1,0,8.24488e-06
20160816_1049_1,1,9.92688e-07
20160816_1049_1,3,0.59416
20160816_1049_1,2,0.464453
20160816_0109_1,0,8.13396e-05
20160816_1907_0,0,8.87065e-06
20160816_1907_0,1,6.29874e-06
20160816_1907_0,2,2.05882e-05
20160816_2201_0,0,5.56372e-07
20160816_1713_1,0,0.00385778
20160816_0503_1,0,6.73443e-13
20160816_0503_1,1,0.0104097
20160816_2205_0,0,3.33104e-07
20160816_2205_0,1,5.05523e-07
20160816_2205_0,3,2.88746e-05
20160816_2205_0,2,4.15334e-05
20160816_2205_0,4,3.08515e-05
20160816_1641_0,0,6.15237e-05
20160816_1641_0,1,0.000137813
20160816_1641_0,3,0.110337
20160816_1641_0,2,1.70044e-07
20160816_1641_0,4,0.325156
20160816_1952_1,0,7.30992e-06
20160816_1952_1,1,1.26105e-17
20160816_2116_0,0,0.0016232
20160816_2116_0,1,2.77815e-05
20160816_2026_1,0,0.000195321
20160816_2026_1,1,0.138023
20160816_2026_1,2,0.000915086
20160816_0739_0,0,2.82456e-07
20160816_0739_0,1,1.36655e-05
20160816_0739_0,3,0.000430849
20160816_0739_0,2,8.46591e-05
20160816_0739_0,4,1.02884e-05
20160816_0606_1,0,1.20157e-07
20160816_0606_1,1,0.000361828
20160816_0606_1,2,0.000386767
20160816_1249_1,17,0.0792575
20160816_1249_1,9,0.432591
20160816_1249_1,13,0.205272
20160816_1249_1,0,0.000468018
20160816_1249_1,1,0.0120169
20160816_1249_1,15,0.0525346
20160816_1249_1,6,0.0862387
20160816_1249_1,14,0.169164
20160816_1249_1,3,0.00325449
20160816_1249_1,12,0.104576
20160816_1249_1,11,0.409893
20160816_1249_1,5,0.0404921
20160816_1249_1,19,0.750078
20160816_1249_1,7,0.0338402
20160816_1249_1,2,0.00145289
20160816_1249_1,18,0.262244
20160816_1249_1,16,0.02276
20160816_1249_1,8,0.93671
20160816_1249_1,4,0.00234913
20160816_1249_1,10,0.630753
20160816_1249_1,22,0.0308064
20160816_1249_1,20,0.288162
20160816_1249_1,21,0.0134956
20160816_1944_1,0,0.000100191
20160816_0758_1,0,0.0251937
20160816_0758_1,1,0.27416
20160816_0758_1,2,0.227299
20160816_1427_1,0,0.0232874
20160816_1427_1,1,0.741714
20160816_1427_1,3,0.97653
20160816_1427_1,2,0.0286934
20160816_1427_1,4,0.943387
20160816_1446_1,26,0.999612
20160816_1446_1,17,0.966217
20160816_1446_1,28,0.998775
20160816_1446_1,9,0.000351577
20160816_1446_1,13,0.989768
20160816_1446_1,0,0.134669
20160816_1446_1,25,0.999874
20160816_1446_1,1,0.92419
20160816_1446_1,35,0.622329
20160816_1446_1,34,0.91998
20160816_1446_1,15,0.835218
20160816_1446_1,6,0.996519
20160816_1446_1,14,0.997686
20160816_1446_1,3,0.994216
20160816_1446_1,31,0.990197
20160816_1446_1,12,0.998119
20160816_1446_1,11,0.997019
20160816_1446_1,5,0.996242
20160816_1446_1,30,0.385094
20160816_1446_1,19,0.998198
20160816_1446_1,32,0.977745
20160816_1446_1,27,0.643399
20160816_1446_1,23,0.9966
20160816_1446_1,7,0.792881
20160816_1446_1,2,0.95098
20160816_1446_1,18,0.00310544
20160816_1446_1,16,0.982235
20160816_1446_1,8,0.984228
20160816_1446_1,4,0.00751981
20160816_1446_1,33,0.964001
20160816_1446_1,24,0.997861
20160816_1446_1,10,0.992957
20160816_1446_1,22,0.993727
20160816_1446_1,29,4.67807e-06
20160816_1446_1,20,0.998698
20160816_1446_1,21,0.0878936
20160816_1525_1,51,0.995294
20160816_1525_1,26,0.0091694
20160816_1525_1,17,0.00209465
20160816_1525_1,28,0.0123045
20160816_1525_1,37,0.98362
20160816_1525_1,9,0.0102581
20160816_1525_1,13,0.00366409
20160816_1525_1,0,0.998605
20160816_1525_1,25,0.940626
20160816_1525_1,1,0.0117967
20160816_1525_1,48,0.98847
20160816_1525_1,39,0.997866
20160816_1525_1,35,0.00186047
20160816_1525_1,34,0.00974202
20160816_1525_1,15,0.00611942
20160816_1525_1,6,0.973198
20160816_1525_1,45,0.850388
20160816_1525_1,14,0.988828
20160816_1525_1,40,0.835382
20160816_1525_1,3,0.846864
20160816_1525_1,31,0.0809828
20160816_1525_1,12,0.976201
20160816_1525_1,11,0.207746
20160816_1525_1,5,0.960003
20160816_1525_1,30,0.0249213
20160816_1525_1,19,0.850294
20160816_1525_1,47,0.990211
20160816_1525_1,32,0.133071
20160816_1525_1,52,0.993739
20160816_1525_1,42,0.00996291
20160816_1525_1,27,0.0011094
20160816_1525_1,23,0.949788
20160816_1525_1,7,0.920969
20160816_1525_1,2,0.785132
20160816_1525_1,18,0.017828
20160816_1525_1,16,0.0449453
20160816_1525_1,38,0.893487
20160816_1525_1,44,0.00186704
20160816_1525_1,8,0.985445
20160816_1525_1,4,0.0282554
20160816_1525_1,36,0.11505
20160816_1525_1,43,0.932818
20160816_1525_1,33,0.996134
20160816_1525_1,24,0.00696357
20160816_1525_1,10,0.951776
20160816_1525_1,22,0.0691109
20160816_1525_1,49,0.992461
20160816_1525_1,29,0.0517719
20160816_1525_1,20,0.779998
20160816_1525_1,50,0.981868
20160816_1525_1,21,0.0175688
20160816_1525_1,46,0.953577
20160816_1525_1,53,0.0211205
20160816_1525_1,41,0.992816
20160816_1857_1,0,0.00010872
20160816_0909_1,0,0.950574
20160816_0909_1,1,0.851036
20160816_0909_1,3,0.125061
20160816_0909_1,5,0.822998
20160816_0909_1,2,0.338839
20160816_0909_1,4,0.160864
20160816_1019_1,26,0.542678
20160816_1019_1,17,0.177494
20160816_1019_1,28,0.00167712
20160816_1019_1,9,0.977078
20160816_1019_1,13,0.997247
20160816_1019_1,0,0.260747
20160816_1019_1,25,0.0142246
20160816_1019_1,1,0.98883
20160816_1019_1,15,0.00321485
20160816_1019_1,6,0.976284
20160816_1019_1,14,0.998295
20160816_1019_1,3,0.718427
20160816_1019_1,12,0.0222466
20160816_1019_1,11,0.996177
20160816_1019_1,5,0.98391
20160816_1019_1,30,0.92034
20160816_1019_1,19,0.95999
20160816_1019_1,27,0.940223
20160816_1019_1,23,0.999014
20160816_1019_1,7,0.955852
20160816_1019_1,2,0.773317
20160816_1019_1,18,0.177494
20160816_1019_1,16,0.997312
20160816_1019_1,8,0.463536
20160816_1019_1,4,0.750129
20160816_1019_1,24,0.2726
20160816_1019_1,10,0.998621
20160816_1019_1,22,0.00380269
20160816_1019_1,29,0.978399
20160816_1019_1,20,0.997144
20160816_1019_1,21,0.829326
20160816_1717_0,0,1.29428e-05
20160816_1717_0,1,9.26741e-05
20160816_1717_0,2,3.58341e-06
20160816_2159_0,9,7.13498e-08
20160816_2159_0,0,2.5444e-14
20160816_2159_0,1,6.88954e-16
20160816_2159_0,6,2.90237e-07
20160816_2159_0,3,5.53798e-11
20160816_2159_0,12,3.8165e-08
20160816_2159_0,11,2.40684e-09
20160816_2159_0,5,7.65202e-07
20160816_2159_0,7,0.000285618
20160816_2159_0,2,7.98224e-06
20160816_2159_0,8,7.13498e-08
20160816_2159_0,4,6.43475e-07
20160816_2159_0,10,8.97995e-17
20160816_1742_1,0,0.000850535
20160816_1742_1,1,0.000337382
20160816_1742_1,6,4.91223e-06
20160816_1742_1,3,8.17009e-06
20160816_1742_1,5,1.59529e-07
20160816_1742_1,7,0.000232702
20160816_1742_1,2,0.000104049
20160816_1742_1,8,3.99763e-06
20160816_1742_1,4,1.23522e-05
20160816_0438_1,0,0.00171059
20160816_0438_1,1,0.00587953
20160816_0438_1,6,0.0186818
20160816_0438_1,3,0.00261685
20160816_0438_1,5,0.483115
20160816_0438_1,7,0.0121983
20160816_0438_1,2,0.000460165
20160816_0438_1,4,0.000569033
20160816_2056_0,0,2.74437e-09
20160816_2056_0,1,4.08407e-14
20160816_2056_0,6,7.25716e-08
20160816_2056_0,3,4.74435e-08
20160816_2056_0,5,1.69496e-05
20160816_2056_0,7,2.2307e-08
20160816_2056_0,2,1.12998e-12
20160816_2056_0,4,5.6651e-06
20160816_1005_1,0,0.879355
20160816_1005_1,1,0.849027
20160816_1005_1,2,0.683608
20160816_0345_0,0,2.36664e-11
20160816_0345_0,1,9.54833e-16
20160816_1354_1,17,2.48355e-09
20160816_1354_1,9,1.6283e-06
20160816_1354_1,13,4.78726e-08
20160816_1354_1,0,0.869232
20160816_1354_1,1,0.312624
20160816_1354_1,15,1.22327e-09
20160816_1354_1,6,0.794899
20160816_1354_1,14,3.36087e-10
20160816_1354_1,3,0.512125
20160816_1354_1,12,3.45922e-09
20160816_1354_1,11,6.06291e-14
20160816_1354_1,5,0.797758
20160816_1354_1,7,0.829349
20160816_1354_1,2,0.927586
20160816_1354_1,18,8.17098e-06
20160816_1354_1,16,1.7347e-07
20160816_1354_1,8,0.897282
20160816_1354_1,4,0.913455
20160816_1354_1,10,7.1261e-14
20160816_1144_0,0,2.15784e-06
20160816_1144_0,1,8.5038e-09
20160816_1144_0,3,1.36961e-07
20160816_1144_0,5,4.3375e-05
20160816_1144_0,2,5.10393e-06
20160816_1144_0,4,1.14912e-07
20160816_1406_0,0,3.58292e-06
20160816_1406_0,1,0.0343347
20160816_1406_0,6,0.000700474
20160816_1406_0,3,0.00242795
20160816_1406_0,5,3.10224e-05
20160816_1406_0,7,6.59397e-05
20160816_1406_0,2,0.000570816
20160816_1406_0,4,0.0017915
20160816_0700_0,0,2.69895e-05
20160816_0700_0,1,0.00472958
20160816_0700_0,2,0.0998349
20160816_0232_1,0,7.70708e-07
20160816_0232_1,1,4.84466e-07
20160816_0232_1,3,4.67647e-07
20160816_0232_1,2,4.10137e-08
20160816_0338_1,0,2.61877e-07
20160816_1251_1,9,0.994594
20160816_1251_1,13,0.967779
20160816_1251_1,0,0.00726067
20160816_1251_1,1,0.00112286
20160816_1251_1,15,0.97838
20160816_1251_1,6,0.877846
20160816_1251_1,14,0.995924
20160816_1251_1,3,0.00327352
20160816_1251_1,12,0.959083
20160816_1251_1,11,0.964738
20160816_1251_1,5,0.992616
20160816_1251_1,7,0.382863
20160816_1251_1,2,0.000709217
20160816_1251_1,8,0.863996
20160816_1251_1,4,0.000583163
20160816_1251_1,10,0.934885
20160816_0358_0,9,1.23763e-08
20160816_0358_0,0,4.88658e-06
20160816_0358_0,1,1.34652e-05
20160816_0358_0,6,0.000431038
20160816_0358_0,3,1.27312e-07
20160816_0358_0,11,3.83559e-11
20160816_0358_0,5,5.63148e-06
20160816_0358_0,7,6.35122e-05
20160816_0358_0,2,7.71616e-06
20160816_0358_0,8,2.777e-09
20160816_0358_0,4,0.0001483
20160816_0358_0,10,1.76467e-06
20160816_1517_1,26,0.98969
20160816_1517_1,17,0.961578
20160816_1517_1,28,0.966892
20160816_1517_1,9,0.00845164
20160816_1517_1,13,0.95934
20160816_1517_1,0,0.977125
20160816_1517_1,25,5.81497e-05
20160816_1517_1,1,0.990204
20160816_1517_1,15,0.136889
20160816_1517_1,6,0.508577
20160816_1517_1,14,0.90637
20160816_1517_1,3,0.957485
20160816_1517_1,31,0.976264
20160816_1517_1,12,0.986965
20160816_1517_1,11,0.359735
20160816_1517_1,5,0.15924
20160816_1517_1,30,0.97947
20160816_1517_1,19,0.256498
20160816_1517_1,32,0.999351
20160816_1517_1,27,1.82007e-05
20160816_1517_1,23,0.551235
20160816_1517_1,7,0.77711
20160816_1517_1,2,0.395207
20160816_1517_1,18,0.948946
20160816_1517_1,16,0.0404353
20160816_1517_1,8,0.820192
20160816_1517_1,4,0.929569
20160816_1517_1,33,0.99564
20160816_1517_1,24,0.206215
20160816_1517_1,10,0.532025
20160816_1517_1,22,0.930226
20160816_1517_1,29,0.993414
20160816_1517_1,20,0.910842
20160816_1517_1,21,0.791431
20160816_0738_0,0,2.10991e-10
20160816_0107_1,0,9.79069e-10
20160816_0107_1,1,0.00057985
20160816_0107_1,6,2.77454e-09
20160816_0107_1,3,1.61067e-11
20160816_0107_1,5,1.0838e-15
20160816_0107_1,7,5.21418e-08
20160816_0107_1,2,1.51519e-05
20160816_0107_1,8,6.71521e-10
20160816_0107_1,4,2.86752e-10
20160816_1939_1,0,4.5012e-07
20160816_1654_0,0,0.17256
20160816_1039_1,0,1.24464e-06
20160816_1039_1,1,9.29757e-06
20160816_1056_1,0,0.0905043
20160816_1056_1,1,0.32649
20160816_1056_1,3,0.489854
20160816_1056_1,2,0.00225864
20160816_1407_0,0,0.0123468
20160816_1407_0,1,0.000599099
20160816_1407_0,3,0.000624718
20160816_1407_0,2,0.00256019
20160816_0808_1,0,0.0454728
20160816_0808_1,1,0.981076
20160816_0808_1,6,0.99255
20160816_0808_1,3,0.525683
20160816_0808_1,5,0.084098
20160816_0808_1,2,0.901558
20160816_0808_1,4,0.687841
20160816_0829_0,0,5.75325e-07
20160816_0505_0,0,0.00364832
20160816_0505_0,1,1.04504e-05
20160816_0505_0,6,6.11752e-11
20160816_0505_0,3,3.21767e-06
20160816_0505_0,5,3.65558e-07
20160816_0505_0,7,5.27014e-11
20160816_0505_0,2,5.28995e-10
20160816_0505_0,8,2.45776e-06
20160816_0505_0,4,9.83509e-12
20160816_0142_0,0,1.61362e-14
20160816_0142_0,1,4.87625e-10
20160816_1433_1,9,0.988463
20160816_1433_1,13,0.977436
20160816_1433_1,0,0.989586
20160816_1433_1,1,0.969165
20160816_1433_1,15,0.487474
20160816_1433_1,6,0.703094
20160816_1433_1,14,0.850555
20160816_1433_1,3,0.977579
20160816_1433_1,12,0.93281
20160816_1433_1,11,0.832814
20160816_1433_1,5,0.189629
20160816_1433_1,7,0.3061
20160816_1433_1,2,0.971892
20160816_1433_1,16,0.626241
20160816_1433_1,8,0.978781
20160816_1433_1,4,0.964982
20160816_1433_1,10,0.988676
20160816_0528_1,0,1.68032e-14
20160816_0957_0,0,5.89032e-05
20160816_1118_1,9,0.577038
20160816_1118_1,0,0.317777
20160816_1118_1,1,7.32271e-05
20160816_1118_1,6,0.248814
20160816_1118_1,3,0.000573407
20160816_1118_1,5,0.250179
20160816_1118_1,7,0.273387
20160816_1118_1,2,0.798438
20160816_1118_1,8,0.611393
20160816_1118_1,4,0.000220534
20160816_1118_1,10,0.815391
20160816_0658_1,0,0.21533
20160816_0658_1,1,0.556174
20160816_0658_1,2,0.167561
20160816_1000_0,9,0.00629857
20160816_1000_0,0,3.02449e-09
20160816_1000_0,1,1.62636e-08
20160816_1000_0,6,7.8926e-14
20160816_1000_0,3,1.22114e-13
20160816_1000_0,5,3.84591e-12
20160816_1000_0,7,7.8926e-14
20160816_1000_0,2,1.51864e-08
20160816_1000_0,8,0.00167639
20160816_1000_0,4,1.24381e-06
20160816_1000_0,10,0.00425655
20160816_1438_1,26,0.0261447
20160816_1438_1,17,0.0569283
20160816_1438_1,28,0.0259009
20160816_1438_1,37,0.2362
20160816_1438_1,9,0.9996
20160816_1438_1,13,0.677752
20160816_1438_1,0,0.0861517
20160816_1438_1,25,0.459016
20160816_1438_1,1,0.957753
20160816_1438_1,39,0.187142
20160816_1438_1,35,0.113945
20160816_1438_1,34,0.961565
20160816_1438_1,15,0.967477
20160816_1438_1,6,0.0364942
20160816_1438_1,14,0.83605
20160816_1438_1,40,0.148501
20160816_1438_1,3,0.993707
20160816_1438_1,31,0.786282
20160816_1438_1,12,0.981415
20160816_1438_1,11,0.858947
20160816_1438_1,5,0.936725
20160816_1438_1,30,0.903727
20160816_1438_1,19,0.359212
20160816_1438_1,32,0.941193
20160816_1438_1,42,0.111599
20160816_1438_1,27,0.0259009
20160816_1438_1,23,0.949418
20160816_1438_1,7,0.150372
20160816_1438_1,2,0.870694
20160816_1438_1,18,0.803015
20160816_1438_1,16,0.520736
20160816_1438_1,38,0.0555226
20160816_1438_1,8,0.472525
20160816_1438_1,4,0.970707
20160816_1438_1,36,0.983067
20160816_1438_1,43,0.861029
20160816_1438_1,33,0.875218
20160816_1438_1,24,0.0554892
20160816_1438_1,10,0.999161
20160816_1438_1,22,0.965491
20160816_1438_1,29,0.0348027
20160816_1438_1,20,0.00742792
20160816_1438_1,21,0.948404
20160816_1438_1,41,0.148501
20160816_0456_1,0,3.71001e-07
20160816_0501_0,0,3.39169e-06
20160816_2047_1,0,1.71645e-06
20160816_2047_1,1,7.66014e-07
20160816_1225_0,17,0.030324
20160816_1225_0,9,0.0700518
20160816_1225_0,13,0.000520646
20160816_1225_0,0,0.393839
20160816_1225_0,1,0.00290827
20160816_1225_0,15,0.00661274
20160816_1225_0,6,0.0146342
20160816_1225_0,14,0.49828
20160816_1225_0,3,0.00222609
20160816_1225_0,12,0.0444705
20160816_1225_0,11,0.00222104
20160816_1225_0,5,0.686256
20160816_1225_0,19,0.00105363
20160816_1225_0,23,0.00673699
20160816_1225_0,7,0.21787
20160816_1225_0,2,0.0141157
20160816_1225_0,18,0.0506395
20160816_1225_0,16,0.000238966
20160816_1225_0,8,0.693944
20160816_1225_0,4,0.00202285
20160816_1225_0,24,0.000498748
20160816_1225_0,10,0.158022
20160816_1225_0,22,0.0176029
20160816_1225_0,20,0.00716645
20160816_1225_0,21,0.000746244
20160816_2303_0,0,1.13212e-06
20160816_2303_0,1,2.37275e-06
20160816_2303_0,2,7.85156e-06
20160816_0424_0,0,3.18469e-09
20160816_1546_0,26,0.0656194
20160816_1546_0,17,0.0503234
20160816_1546_0,28,0.0852768
20160816_1546_0,9,0.132032
20160816_1546_0,13,0.331408
20160816_1546_0,0,0.000156985
20160816_1546_0,25,0.193511
20160816_1546_0,1,0.018626
20160816_1546_0,15,0.0266471
20160816_1546_0,6,0.023727
20160816_1546_0,14,0.294363
20160816_1546_0,3,0.19356
20160816_1546_0,31,0.0409904
20160816_1546_0,12,0.0753577
20160816_1546_0,11,0.00446106
20160816_1546_0,5,0.0676213
20160816_1546_0,30,0.00159118
20160816_1546_0,19,0.00163869
20160816_1546_0,32,0.0165208
20160816_1546_0,27,0.000502142
20160816_1546_0,23,0.00198345
20160816_1546_0,7,0.0203983
20160816_1546_0,2,0.0175918
20160816_1546_0,18,0.000483746
20160816_1546_0,16,0.000556404
20160816_1546_0,8,0.0134824
20160816_1546_0,4,0.00477736
20160816_1546_0,33,0.0120935
20160816_1546_0,24,0.0342492
20160816_1546_0,10,0.11565
20160816_1546_0,22,0.0301426
20160816_1546_0,29,0.00209141
20160816_1546_0,20,0.00273784
20160816_1546_0,21,0.00573277
20160816_1611_1,9,0.268905
20160816_1611_1,0,0.0170064
20160816_1611_1,1,0.002832
20160816_1611_1,6,0.348687
20160816_1611_1,3,0.993028
20160816_1611_1,5,0.609858
20160816_1611_1,7,0.0306492
20160816_1611_1,2,0.25915
20160816_1611_1,8,0.03997
20160816_1611_1,4,0.978337
20160816_1405_0,9,0.00161184
20160816_1405_0,13,3.3992e-07
20160816_1405_0,0,3.19127e-06
20160816_1405_0,1,0.189265
20160816_1405_0,15,0.00167633
20160816_1405_0,6,0.0384184
20160816_1405_0,14,0.000276055
20160816_1405_0,3,0.483763
20160816_1405_0,12,0.00397405
20160816_1405_0,11,0.200861
20160816_1405_0,5,0.00306485
20160816_1405_0,7,0.00506217
20160816_1405_0,2,0.0205967
20160816_1405_0,16,0.00621982
20160816_1405_0,8,0.00147
20160816_1405_0,4,0.00719225
20160816_1405_0,10,0.00724817
20160816_1945_0,0,4.03581e-07
20160816_0959_1,0,0.412355
20160816_0959_1,1,0.00129736
20160816_0959_1,6,0.375987
20160816_0959_1,3,0.968883
20160816_0959_1,5,0.822436
20160816_0959_1,2,0.666656
20160816_0959_1,4,0.826356
20160816_2014_1,0,1.68149e-11
20160816_1758_1,9,0.0116994
20160816_1758_1,0,2.12852e-05
20160816_1758_1,1,1.63655e-07
20160816_1758_1,6,0.486362
20160816_1758_1,3,0.10865
20160816_1758_1,11,0.97477
20160816_1758_1,5,0.647037
20160816_1758_1,7,0.872097
20160816_1758_1,2,4.22292e-05
20160816_1758_1,8,0.888201
20160816_1758_1,4,0.266162
20160816_1758_1,10,0.915876
20160816_0641_1,0,0.898028
20160816_0641_1,1,0.921892
20160816_0641_1,6,0.909138
20160816_0641_1,3,0.937625
20160816_0641_1,5,0.979821
20160816_0641_1,2,0.914217
20160816_0641_1,4,0.954174
20160816_2148_0,9,1.98011e-10
20160816_2148_0,0,0.000197016
20160816_2148_0,1,0.000708532
20160816_2148_0,6,1.67022e-10
20160816_2148_0,3,1.92978e-05
20160816_2148_0,5,1.39803e-06
20160816_2148_0,7,7.29288e-06
20160816_2148_0,2,3.82575e-06
20160816_2148_0,8,1.67805e-08
20160816_2148_0,4,1.40868e-05
