tst_cam,det,pred
20160816_0443_1,7,0.00453431
20160816_0443_1,2,8.06552e-09
20160816_0443_1,4,5.0514e-06
20160816_1113_0,0,2.73321e-05
20160816_1113_0,1,2.02062e-07
20160816_1847_0,0,2.91742e-05
20160816_1622_0,17,0.0160576
20160816_1622_0,9,0.0956939
20160816_1622_0,13,0.00021098
20160816_1622_0,0,0.00730988
20160816_1622_0,1,0.00683649
20160816_1622_0,15,0.0122478
20160816_1622_0,6,0.159479
20160816_1622_0,14,0.170005
20160816_1622_0,3,7.22846e-06
20160816_1622_0,12,0.019648
20160816_1622_0,11,0.00166513
20160816_1622_0,5,2.15417e-05
20160816_1622_0,19,0.00134423
20160816_1622_0,7,0.0265611
20160816_1622_0,2,0.00679905
20160816_1622_0,18,0.0026916
20160816_1622_0,16,0.120164
20160816_1622_0,8,0.0081457
20160816_1622_0,4,0.00811635
20160816_1622_0,10,0.00331951
20160816_1622_0,20,0.0249268
20160816_1622_0,21,0.3424
20160816_1542_0,17,0.00579416
20160816_1542_0,9,0.516871
20160816_1542_0,13,0.0002004
20160816_1542_0,0,0.0373249
20160816_1542_0,1,0.0148437
20160816_1542_0,15,0.0484876
20160816_1542_0,6,0.00795293
20160816_1542_0,14,0.0024672
20160816_1542_0,3,0.0298219
20160816_1542_0,12,0.184175
20160816_1542_0,11,0.126004
20160816_1542_0,5,0.0150439
20160816_1542_0,19,0.00546154
20160816_1542_0,7,0.00795293
20160816_1542_0,2,0.0270664
20160816_1542_0,18,0.0114875
20160816_1542_0,16,0.0448393
20160816_1542_0,8,0.162218
20160816_1542_0,4,0.364239
20160816_1542_0,10,0.0322688
20160816_1656_1,0,0.727346
20160816_1656_1,1,0.0771205
20160816_1349_0,0,0.216109
20160816_1349_0,1,0.820386
20160816_1349_0,6,0.309988
20160816_1349_0,3,0.000721954
20160816_1349_0,5,0.3075
20160816_1349_0,2,0.865418
20160816_1349_0,4,0.387103
20160816_1128_0,0,0.297878
20160816_0629_0,0,5.82061e-05
20160816_0629_0,1,0.00017656
20160816_1615_1,26,0.245293
20160816_1615_1,17,0.878117
20160816_1615_1,28,0.939205
20160816_1615_1,9,0.441597
20160816_1615_1,13,0.036274
20160816_1615_1,0,0.0120133
20160816_1615_1,25,0.0558614
20160816_1615_1,1,0.196297
20160816_1615_1,35,0.491048
20160816_1615_1,34,5.30457e-05
20160816_1615_1,15,0.0151724
20160816_1615_1,6,0.00521988
20160816_1615_1,14,0.0295997
20160816_1615_1,3,0.073249
20160816_1615_1,31,0.179521
20160816_1615_1,12,0.059817
20160816_1615_1,11,0.0184134
20160816_1615_1,5,0.00297713
20160816_1615_1,30,0.875084
20160816_1615_1,19,0.00170754
20160816_1615_1,32,0.702547
20160816_1615_1,27,0.930893
20160816_1615_1,23,0.96972
20160816_1615_1,7,0.0588873
20160816_1615_1,2,0.00448053
20160816_1615_1,18,0.61328
20160816_1615_1,16,0.0416272
20160816_1615_1,8,0.105045
20160816_1615_1,4,0.132246
20160816_1615_1,33,4.3059e-05
20160816_1615_1,24,0.0210386
20160816_1615_1,10,0.146121
20160816_1615_1,22,0.966851
20160816_1615_1,29,0.0829734
20160816_1615_1,20,0.0599687
20160816_1615_1,21,0.942028
20160816_1000_1,0,0.00114377
20160816_1000_1,1,0.0944064
20160816_1000_1,2,1.44441e-05
20160816_0640_1,0,0.204566
20160816_0640_1,1,0.333872
20160816_1221_0,0,2.87079e-05
20160816_1221_0,1,0.00391895
20160816_1221_0,3,0.00345574
20160816_1221_0,2,0.00106245
20160816_0950_0,0,8.11042e-07
20160816_1419_1,51,0.875936
20160816_1419_1,26,0.999102
20160816_1419_1,17,0.980109
20160816_1419_1,28,0.676325
20160816_1419_1,37,0.990881
20160816_1419_1,9,0.824251
20160816_1419_1,13,0.74882
20160816_1419_1,58,0.922267
20160816_1419_1,0,0.908085
20160816_1419_1,25,0.891022
20160816_1419_1,1,0.0502422
20160816_1419_1,54,0.915074
20160816_1419_1,48,0.998758
20160816_1419_1,59,0.175917
20160816_1419_1,39,0.973673
20160816_1419_1,35,0.720401
20160816_1419_1,34,0.840626
20160816_1419_1,15,0.988694
20160816_1419_1,6,0.977704
20160816_1419_1,45,0.889196
20160816_1419_1,14,0.0242017
20160816_1419_1,40,0.977136
20160816_1419_1,3,0.746037
20160816_1419_1,31,0.99565
20160816_1419_1,12,0.954141
20160816_1419_1,11,0.993337
20160816_1419_1,5,0.0716939
20160816_1419_1,30,0.981656
20160816_1419_1,19,0.985987
20160816_1419_1,47,0.910762
20160816_1419_1,32,0.994535
20160816_1419_1,52,0.474321
20160816_1419_1,42,0.000681771
20160816_1419_1,55,0.960644
20160816_1419_1,27,0.713857
20160816_1419_1,23,0.997139
20160816_1419_1,7,0.0193102
20160816_1419_1,56,0.998339
20160816_1419_1,2,0.00292365
20160816_1419_1,18,0.243055
20160816_1419_1,16,0.587919
20160816_1419_1,38,0.998004
20160816_1419_1,44,0.977959
20160816_1419_1,8,0.984502
20160816_1419_1,4,0.0633504
20160816_1419_1,36,0.957607
20160816_1419_1,43,0.998523
20160816_1419_1,57,0.999465
20160816_1419_1,33,0.998125
20160816_1419_1,24,0.955958
20160816_1419_1,10,0.914764
20160816_1419_1,22,0.846275
20160816_1419_1,49,0.0312322
20160816_1419_1,29,0.965395
20160816_1419_1,20,0.530093
20160816_1419_1,50,0.655237
20160816_1419_1,21,0.846275
20160816_1419_1,61,0.999327
20160816_1419_1,46,0.939587
20160816_1419_1,53,0.855582
20160816_1419_1,41,0.983856
20160816_1419_1,60,0.000335346
20160816_1031_1,0,0.495764
20160816_1031_1,1,0.287906
20160816_1031_1,2,0.0871227
20160816_2228_1,9,1.11256e-07
20160816_2228_1,0,1.34401e-07
20160816_2228_1,1,2.51235e-09
20160816_2228_1,6,2.77364e-06
20160816_2228_1,3,2.83655e-10
20160816_2228_1,5,8.33099e-05
20160816_2228_1,7,5.91531e-09
20160816_2228_1,2,4.28328e-11
20160816_2228_1,8,4.22301e-14
20160816_2228_1,4,8.00811e-05
20160816_2228_1,10,2.30665e-08
20160816_1559_0,9,0.93771
20160816_1559_0,13,0.000406826
20160816_1559_0,0,0.00547316
20160816_1559_0,1,0.0406337
20160816_1559_0,15,0.000326904
20160816_1559_0,6,0.0586803
20160816_1559_0,14,0.250061
20160816_1559_0,3,0.000369858
20160816_1559_0,12,2.70559e-05
20160816_1559_0,11,0.000246361
20160816_1559_0,5,0.00550361
20160816_1559_0,7,0.27489
20160816_1559_0,2,0.226991
20160816_1559_0,16,0.00117251
20160816_1559_0,8,0.00664362
20160816_1559_0,4,0.252689
20160816_1559_0,10,0.000582601
20160816_1409_1,9,0.995909
20160816_1409_1,13,0.000576822
20160816_1409_1,0,0.997303
20160816_1409_1,1,0.840917
20160816_1409_1,15,0.0595491
20160816_1409_1,6,0.0114581
20160816_1409_1,14,0.996848
20160816_1409_1,3,0.891645
20160816_1409_1,12,0.0057639
20160816_1409_1,11,0.993048
20160816_1409_1,5,0.914048
20160816_1409_1,7,0.129308
20160816_1409_1,2,0.981069
20160816_1409_1,8,0.996394
20160816_1409_1,4,0.998762
20160816_1409_1,10,0.0292029
20160816_0518_1,0,0.00132096
20160816_1154_1,9,0.0497334
20160816_1154_1,13,0.00932027
20160816_1154_1,0,0.0247514
20160816_1154_1,1,0.0217852
20160816_1154_1,6,0.00489274
20160816_1154_1,14,0.121726
20160816_1154_1,3,0.0870361
20160816_1154_1,12,0.0765114
20160816_1154_1,11,0.0923538
20160816_1154_1,5,0.0704288
20160816_1154_1,7,0.00542536
20160816_1154_1,2,0.116361
20160816_1154_1,8,0.00782538
20160816_1154_1,4,0.00120648
20160816_1154_1,10,0.067743
20160816_1547_0,0,0.015977
20160816_1547_0,1,0.0175481
20160816_1547_0,6,0.000473549
20160816_1547_0,3,0.00396846
20160816_1547_0,5,0.00152831
20160816_1547_0,2,0.265949
20160816_1547_0,4,0.00681529
20160816_1409_0,26,0.000295172
20160816_1409_0,17,0.0014448
20160816_1409_0,9,2.23966e-07
20160816_1409_0,13,0.0113012
20160816_1409_0,0,0.156459
20160816_1409_0,25,0.0010827
20160816_1409_0,1,0.894841
20160816_1409_0,15,6.79359e-07
20160816_1409_0,6,0.0274355
20160816_1409_0,14,1.93598e-11
20160816_1409_0,3,0.970774
20160816_1409_0,12,0.00287573
20160816_1409_0,11,0.700231
20160816_1409_0,5,0.368651
20160816_1409_0,19,6.03158e-11
20160816_1409_0,27,0.000117725
20160816_1409_0,23,1.56261e-07
20160816_1409_0,7,0.660518
20160816_1409_0,2,0.970774
20160816_1409_0,18,1.14635e-12
20160816_1409_0,16,1.07514e-08
20160816_1409_0,8,0.000326843
20160816_1409_0,4,0.807072
20160816_1409_0,24,0.00204449
20160816_1409_0,10,0.000146057
20160816_1409_0,22,0.000846335
20160816_1409_0,20,9.24492e-07
20160816_1409_0,21,0.00055454
20160816_1552_1,26,0.139261
20160816_1552_1,17,0.0697024
20160816_1552_1,28,0.0228979
20160816_1552_1,37,0.431759
20160816_1552_1,9,0.998843
20160816_1552_1,13,0.101695
20160816_1552_1,0,0.00420745
20160816_1552_1,25,0.984796
20160816_1552_1,1,0.390712
20160816_1552_1,35,0.00266729
20160816_1552_1,34,0.918422
20160816_1552_1,15,0.0216028
20160816_1552_1,6,0.240256
20160816_1552_1,14,0.0334862
20160816_1552_1,3,0.472202
20160816_1552_1,31,0.0261878
20160816_1552_1,12,0.0623595
20160816_1552_1,11,0.894989
20160816_1552_1,5,0.417434
20160816_1552_1,30,0.110377
20160816_1552_1,19,0.970987
20160816_1552_1,32,0.022805
20160816_1552_1,27,0.107013
20160816_1552_1,23,0.573136
20160816_1552_1,7,0.0683944
20160816_1552_1,2,0.102233
20160816_1552_1,18,0.9802
20160816_1552_1,16,0.0340215
20160816_1552_1,38,0.0506908
20160816_1552_1,8,0.14542
20160816_1552_1,4,0.585129
20160816_1552_1,36,0.00669819
20160816_1552_1,33,0.746722
20160816_1552_1,24,0.573136
20160816_1552_1,10,0.994634
20160816_1552_1,22,0.970103
20160816_1552_1,29,0.110161
20160816_1552_1,20,0.85589
20160816_1552_1,21,0.730742
20160816_1152_1,26,0.519897
20160816_1152_1,17,0.970373
20160816_1152_1,28,0.927499
20160816_1152_1,9,0.0135445
20160816_1152_1,13,0.994053
20160816_1152_1,0,0.00505765
20160816_1152_1,25,0.944681
20160816_1152_1,1,0.998775
20160816_1152_1,15,0.00204992
20160816_1152_1,6,0.998773
20160816_1152_1,14,0.630948
20160816_1152_1,3,0.99713
20160816_1152_1,31,0.997216
20160816_1152_1,12,0.056761
20160816_1152_1,11,0.192375
20160816_1152_1,5,0.992412
20160816_1152_1,30,0.989465
20160816_1152_1,19,0.0636253
20160816_1152_1,27,0.96098
20160816_1152_1,23,0.0117349
20160816_1152_1,7,0.998773
20160816_1152_1,2,0.994489
20160816_1152_1,18,0.00709552
20160816_1152_1,16,0.0829848
20160816_1152_1,8,0.994511
20160816_1152_1,4,0.964525
20160816_1152_1,24,0.894671
20160816_1152_1,10,0.67233
20160816_1152_1,22,0.00721659
20160816_1152_1,29,0.992066
20160816_1152_1,20,0.0221515
20160816_1152_1,21,0.014992
20160816_1001_0,0,0.00743039
20160816_1001_0,1,0.00212221
20160816_1001_0,2,0.00355429
20160816_2343_0,0,0.000501472
20160816_1512_0,17,1.07574e-05
20160816_1512_0,9,0.000573848
20160816_1512_0,13,0.000149857
20160816_1512_0,0,0.00070971
20160816_1512_0,1,0.00349181
20160816_1512_0,15,1.08873e-05
20160816_1512_0,6,1.37138e-06
20160816_1512_0,14,0.00702436
20160816_1512_0,3,0.000243251
20160816_1512_0,12,0.0352918
20160816_1512_0,11,0.00882803
20160816_1512_0,5,2.99704e-06
20160816_1512_0,19,5.15645e-06
20160816_1512_0,7,0.00014932
20160816_1512_0,2,0.00213834
20160816_1512_0,18,0.000278994
20160816_1512_0,16,0.0106687
20160816_1512_0,8,8.40643e-06
20160816_1512_0,4,0.010937
20160816_1512_0,10,0.00852663
20160816_2023_1,0,0.378442
20160816_2023_1,1,0.191426
20160816_1214_1,9,3.17491e-06
20160816_1214_1,0,0.0235905
20160816_1214_1,1,0.026011
20160816_1214_1,6,0.957
20160816_1214_1,3,0.717563
20160816_1214_1,5,0.385166
20160816_1214_1,7,0.990353
20160816_1214_1,2,0.503696
20160816_1214_1,8,0.79262
20160816_1214_1,4,0.000456366
20160816_1636_1,0,0.468273
20160816_1636_1,1,7.97377e-07
20160816_1636_1,6,1.96601e-07
20160816_1636_1,3,0.0181692
20160816_1636_1,5,3.83632e-10
20160816_1636_1,7,8.65142e-08
20160816_1636_1,2,0.000389722
20160816_1636_1,4,0.000339505
20160816_0728_0,0,3.03416e-08
20160816_0728_0,1,1.24783e-12
20160816_0728_0,3,7.66626e-08
20160816_0728_0,2,6.99399e-05
20160816_0728_0,4,3.15483e-14
20160816_1334_1,9,0.195043
20160816_1334_1,13,7.63566e-06
20160816_1334_1,0,0.0216312
20160816_1334_1,1,0.258677
20160816_1334_1,6,0.985362
20160816_1334_1,14,0.0550119
20160816_1334_1,3,0.854569
20160816_1334_1,12,0.971612
20160816_1334_1,11,0.0437391
20160816_1334_1,5,0.0125143
20160816_1334_1,7,0.356865
20160816_1334_1,2,2.08978e-05
20160816_1334_1,8,0.20392
20160816_1334_1,4,0.979969
20160816_1334_1,10,0.113083
20160816_1650_0,0,0.000394378
20160816_1650_0,1,0.000176597
20160816_0650_0,0,1.56039e-06
20160816_0650_0,1,0.00069504
20160816_1443_0,9,0.018283
20160816_1443_0,0,8.2176e-06
20160816_1443_0,1,2.33635e-06
20160816_1443_0,6,3.77609e-06
20160816_1443_0,3,0.0510251
20160816_1443_0,5,0.000635472
20160816_1443_0,7,0.000619519
20160816_1443_0,2,0.538096
20160816_1443_0,8,0.0166226
20160816_1443_0,4,0.000711007
20160816_1443_0,10,5.59804e-05
20160816_0400_0,9,3.33341e-11
20160816_0400_0,0,1.08125e-06
20160816_0400_0,1,1.65305e-10
20160816_0400_0,6,1.41695e-13
20160816_0400_0,3,3.46067e-06
20160816_0400_0,11,9.88916e-11
20160816_0400_0,5,2.28054e-10
20160816_0400_0,7,1.43113e-06
20160816_0400_0,2,5.50108e-06
20160816_0400_0,8,1.70029e-12
20160816_0400_0,4,1.36892e-11
20160816_0400_0,10,7.01545e-13
20160816_1015_1,9,0.924661
20160816_1015_1,13,0.00298642
20160816_1015_1,0,0.000948276
20160816_1015_1,1,0.415098
20160816_1015_1,6,0.258035
20160816_1015_1,14,0.000577129
20160816_1015_1,3,0.633606
20160816_1015_1,12,0.849788
20160816_1015_1,11,0.00401124
20160816_1015_1,5,0.52761
20160816_1015_1,7,0.000709161
20160816_1015_1,2,0.00199319
20160816_1015_1,8,0.00308642
20160816_1015_1,4,0.731121
20160816_1015_1,10,0.129117
20160816_1545_0,9,0.00163783
20160816_1545_0,0,0.00365096
20160816_1545_0,1,0.0327624
20160816_1545_0,6,0.136938
20160816_1545_0,3,0.00137933
20160816_1545_0,5,0.131039
20160816_1545_0,7,0.538254
20160816_1545_0,2,2.20717e-05
20160816_1545_0,8,0.977886
20160816_1545_0,4,0.0128029
20160816_1545_0,10,0.00672624
20160816_0837_1,9,0.954737
20160816_0837_1,0,0.178133
20160816_0837_1,1,0.795949
20160816_0837_1,6,0.985976
20160816_0837_1,3,0.979892
20160816_0837_1,5,0.929828
20160816_0837_1,7,0.734354
20160816_0837_1,2,0.814038
20160816_0837_1,8,0.99569
20160816_0837_1,4,0.961166
20160816_0837_1,10,0.973835
20160816_1717_1,0,0.000274328
20160816_1400_0,0,0.641052
20160816_1400_0,1,0.291859
20160816_1828_1,0,3.25031e-08
20160816_2118_0,0,4.88731e-05
20160816_0416_0,0,1.02242e-05
20160816_0416_0,1,8.02222e-10
20160816_0416_0,3,3.52198e-08
20160816_0416_0,5,6.87449e-07
20160816_0416_0,2,4.27379e-06
20160816_0416_0,4,1.08752e-07
20160816_1950_0,0,1.30016e-06
20160816_1252_1,0,0.875896
20160816_1252_1,1,0.962656
20160816_1252_1,3,0.991132
20160816_1252_1,2,0.909255
20160816_1252_1,4,0.95556
20160816_1013_1,0,0.881319
20160816_0756_1,0,0.990047
20160816_0756_1,1,0.957109
20160816_0457_1,0,2.29698e-07
20160816_0457_1,1,4.18185e-07
20160816_0457_1,3,3.25628e-07
20160816_0457_1,5,5.01808e-11
20160816_0457_1,2,2.24633e-07
20160816_0457_1,4,2.29582e-06
20160816_1859_1,0,1.80935e-06
20160816_1859_1,1,2.20155e-05
20160816_1155_1,0,0.0654143
20160816_0326_1,0,0.00719082
20160816_0326_1,1,1.86149e-05
20160816_0602_0,0,0.000709654
20160816_0208_1,0,1.42863e-06
20160816_0208_1,1,1.38257e-08
20160816_0208_1,2,5.93203e-06
20160816_1230_0,9,0.00614099
20160816_1230_0,13,0.00244286
20160816_1230_0,0,6.99043e-06
20160816_1230_0,1,0.000527005
20160816_1230_0,6,9.74855e-05
20160816_1230_0,14,0.00286072
20160816_1230_0,3,0.00413081
20160816_1230_0,12,0.00341658
20160816_1230_0,11,0.00058039
20160816_1230_0,5,0.000854113
20160816_1230_0,7,0.00177577
20160816_1230_0,2,0.00149146
20160816_1230_0,8,0.000198287
20160816_1230_0,4,0.0171503
20160816_1230_0,10,0.00309774
20160816_1808_0,0,4.86081e-09
20160816_1808_0,1,2.87619e-09
20160816_1808_0,3,4.46609e-10
20160816_1808_0,2,0.000126794
20160816_0814_0,0,1.357e-08
20160816_1109_0,9,0.00433007
20160816_1109_0,0,0.0027455
20160816_1109_0,1,0.000234895
20160816_1109_0,6,9.31421e-06
20160816_1109_0,3,0.00130688
20160816_1109_0,12,0.010487
20160816_1109_0,11,0.0401925
20160816_1109_0,5,0.0176041
20160816_1109_0,7,0.175189
20160816_1109_0,2,0.000544408
20160816_1109_0,8,0.0111731
20160816_1109_0,4,0.000659504
20160816_1109_0,10,0.000450664
20160816_1311_0,0,1.46443e-05
20160816_1311_0,1,0.000380665
20160816_0253_0,0,6.73843e-05
20160816_0253_0,1,1.96778e-06
20160816_0656_1,0,3.96292e-06
20160816_0656_1,1,1.40463e-05
20160816_1604_0,9,0.397431
20160816_1604_0,0,0.0269019
20160816_1604_0,1,0.00012327
20160816_1604_0,6,0.0233601
20160816_1604_0,3,0.0332826
20160816_1604_0,12,0.0495772
20160816_1604_0,11,0.075118
20160816_1604_0,5,0.00561187
20160816_1604_0,7,0.0183978
20160816_1604_0,2,0.0273021
20160816_1604_0,8,0.0441689
20160816_1604_0,4,0.00408942
20160816_1604_0,10,0.0350882
20160816_1523_1,17,3.5928e-05
20160816_1523_1,9,7.99405e-06
20160816_1523_1,13,7.39534e-06
20160816_1523_1,0,0.746985
20160816_1523_1,1,4.70137e-07
20160816_1523_1,15,0.989854
20160816_1523_1,6,0.000176862
20160816_1523_1,14,0.987569
20160816_1523_1,3,0.962612
20160816_1523_1,12,6.57834e-10
20160816_1523_1,11,3.24707e-07
20160816_1523_1,5,0.501957
20160816_1523_1,19,0.00901867
20160816_1523_1,23,0.296863
20160816_1523_1,7,0.833253
20160816_1523_1,2,0.870835
20160816_1523_1,18,9.99209e-12
20160816_1523_1,16,3.68387e-06
20160816_1523_1,8,6.13722e-05
20160816_1523_1,4,0.000332778
20160816_1523_1,24,0.953246
20160816_1523_1,10,0.993894
20160816_1523_1,22,0.498704
20160816_1523_1,20,0.95037
20160816_1523_1,21,0.969881
20160816_0504_1,0,6.8393e-11
20160816_0504_1,1,5.74929e-08
20160816_1042_0,9,0.168666
20160816_1042_0,0,0.00636824
20160816_1042_0,1,0.00238307
20160816_1042_0,6,0.403403
20160816_1042_0,3,0.00104378
20160816_1042_0,5,0.164701
20160816_1042_0,7,0.9798
20160816_1042_0,2,0.00178679
20160816_1042_0,8,0.000705375
20160816_1042_0,4,0.0120883
20160816_0759_0,0,9.9471e-05
20160816_1906_1,0,4.94522e-06
20160816_1402_1,26,0.0122896
20160816_1402_1,17,0.988735
20160816_1402_1,9,0.0206995
20160816_1402_1,13,0.252705
20160816_1402_1,0,0.996121
20160816_1402_1,25,0.0693843
20160816_1402_1,1,0.990835
20160816_1402_1,15,0.995003
20160816_1402_1,6,0.995898
20160816_1402_1,14,0.990432
20160816_1402_1,3,0.927994
20160816_1402_1,12,0.593593
20160816_1402_1,11,0.501557
20160816_1402_1,5,0.977875
20160816_1402_1,19,0.999707
20160816_1402_1,27,0.00328309
20160816_1402_1,23,0.0318232
20160816_1402_1,7,0.972629
20160816_1402_1,2,0.978416
20160816_1402_1,18,0.0583778
20160816_1402_1,16,0.978721
20160816_1402_1,8,0.998813
20160816_1402_1,4,0.328494
20160816_1402_1,24,0.992645
20160816_1402_1,10,0.940499
20160816_1402_1,22,0.995935
20160816_1402_1,20,0.0609324
20160816_1402_1,21,0.993464
20160816_0740_1,0,5.41648e-05
20160816_0740_1,1,0.877394
20160816_1714_0,9,0.000698389
20160816_1714_0,13,1.47485e-06
20160816_1714_0,0,3.26863e-11
20160816_1714_0,1,7.44433e-11
20160816_1714_0,6,3.15348e-08
20160816_1714_0,3,2.80068e-11
20160816_1714_0,12,0.000489701
20160816_1714_0,11,6.77745e-07
20160816_1714_0,5,2.50824e-07
20160816_1714_0,7,8.26919e-07
20160816_1714_0,2,1.53065e-07
20160816_1714_0,8,3.85124e-09
20160816_1714_0,4,1.72751e-10
20160816_1714_0,10,1.94519e-06
20160816_1916_0,0,3.11539e-05
20160816_1916_0,1,1.85364e-06
20160816_1916_0,6,4.59606e-07
20160816_1916_0,3,4.88265e-09
20160816_1916_0,5,1.9936e-06
20160816_1916_0,7,0.000423679
20160816_1916_0,2,9.08461e-07
20160816_1916_0,4,1.205e-06
20160816_2125_0,0,9.56666e-07
20160816_2125_0,1,4.63036e-07
20160816_2125_0,2,2.19236e-07
20160816_1519_1,26,0.959122
20160816_1519_1,17,0.958567
20160816_1519_1,28,0.996421
20160816_1519_1,37,0.966033
20160816_1519_1,9,0.983149
20160816_1519_1,13,0.999682
20160816_1519_1,0,0.00516575
20160816_1519_1,25,0.996484
20160816_1519_1,1,0.968866
20160816_1519_1,39,0.00988245
20160816_1519_1,35,0.974313
20160816_1519_1,34,0.969114
20160816_1519_1,15,0.973588
20160816_1519_1,6,0.998728
20160816_1519_1,45,0.746015
20160816_1519_1,14,0.974156
20160816_1519_1,40,0.971787
20160816_1519_1,3,0.964091
20160816_1519_1,31,0.0006642
20160816_1519_1,12,0.949914
20160816_1519_1,11,0.843845
20160816_1519_1,5,0.995217
20160816_1519_1,30,0.919038
20160816_1519_1,19,8.63022e-14
20160816_1519_1,32,0.993786
20160816_1519_1,42,0.950948
20160816_1519_1,27,0.163798
20160816_1519_1,23,0.818704
20160816_1519_1,7,0.964257
20160816_1519_1,2,0.997256
20160816_1519_1,18,0.869854
20160816_1519_1,16,0.111106
20160816_1519_1,38,0.983764
20160816_1519_1,44,0.988001
20160816_1519_1,8,0.958051
20160816_1519_1,4,0.996153
20160816_1519_1,36,6.50182e-06
20160816_1519_1,43,0.212668
20160816_1519_1,33,0.12314
20160816_1519_1,24,0.966908
20160816_1519_1,10,2.90084e-08
20160816_1519_1,22,0.98651
20160816_1519_1,29,0.0193317
20160816_1519_1,20,0.982669
20160816_1519_1,21,0.982669
20160816_1519_1,46,0.027995
20160816_1519_1,41,0.0870756
20160816_2118_1,0,5.30213e-07
20160816_1814_0,0,1.58709e-05
20160816_1814_0,1,7.81035e-05
20160816_0829_1,0,0.00909852
20160816_0829_1,1,0.000256014
20160816_0829_1,6,0.827557
20160816_0829_1,3,0.00215694
20160816_0829_1,5,0.997595
20160816_0829_1,2,0.00185177
20160816_0829_1,4,0.00324466
20160816_1517_0,0,0.0122539
20160816_1517_0,1,0.00759568
20160816_1517_0,6,0.0116236
20160816_1517_0,3,0.00333096
20160816_1517_0,5,0.00563329
20160816_1517_0,7,0.0203975
20160816_1517_0,2,0.00942682
20160816_1517_0,8,0.000436142
20160816_1517_0,4,0.0195508
20160816_2106_1,0,3.41086e-11
20160816_2106_1,1,9.07597e-09
20160816_2106_1,3,2.89938e-10
20160816_2106_1,2,3.4748e-06
20160816_2106_1,4,8.54261e-11
20160816_1912_1,0,3.00091e-07
20160816_1912_1,1,0.0282066
20160816_1912_1,3,0.000293934
20160816_1912_1,2,0.0165027
20160816_1007_0,0,0.0284368
20160816_1007_0,1,0.0122042
20160816_1007_0,6,0.00392269
20160816_1007_0,3,2.79306e-05
20160816_1007_0,5,0.00867652
20160816_1007_0,2,0.0185816
20160816_1007_0,4,0.00543906
20160816_1530_0,17,0.00730456
20160816_1530_0,9,0.0036936
20160816_1530_0,13,0.00913647
20160816_1530_0,0,0.028791
20160816_1530_0,1,0.000127246
20160816_1530_0,15,0.0288976
20160816_1530_0,6,0.00172058
20160816_1530_0,14,0.000935
20160816_1530_0,3,0.000440926
20160816_1530_0,12,0.000684093
20160816_1530_0,11,0.000760798
20160816_1530_0,5,0.360662
20160816_1530_0,19,0.000811268
20160816_1530_0,7,0.031436
20160816_1530_0,2,0.147027
20160816_1530_0,18,0.0215247
20160816_1530_0,16,0.00248279
20160816_1530_0,8,0.00468864
20160816_1530_0,4,0.188021
20160816_1530_0,10,0.00590277
20160816_1601_0,0,0.000336799
20160816_1601_0,1,0.0037657
20160816_1601_0,3,1.11253e-05
20160816_1601_0,2,0.000329378
20160816_1417_1,26,0.98765
20160816_1417_1,17,0.934688
