key,length,raw_angle,x0,y0,date,time,cam_angle
20160816_1203_1/2,47,5.413394128,67.5,57.3,16-08-16,12:03:06:237,-5.413394128
20160816_1203_1/5,106,4.92142959,64.6,57.2,16-08-16,12:03:08:133,-4.92142959
20160816_1203_0/2,68,4.478756227,96,57.5,16-08-16,12:03:08:260,-1.337163574
20160816_1203_1/6,82,5.323515378,63.6,56.8,16-08-16,12:03:10:771,-5.323515378
20160816_1203_1/7,58,4.399137232,65.8,55.8,16-08-16,12:03:13:832,-4.399137232
20160816_1203_1/11,62,5.413715226,66.3,59.9,16-08-16,12:03:17:322,-5.413715226
20160816_1203_1/13,84,4.925346258,60.6,76.9,16-08-16,12:03:29:802,-4.925346258
20160816_1203_1/17,29,3.405888881,48.2,24.6,16-08-16,12:03:46:643,-3.405888881
20160816_1203_1/18,24,1.058003504,89.6,110.4,16-08-16,12:03:48:989,-1.058003504
20160816_1203_0/4,113,5.066484943,63.7,34.3,16-08-16,12:03:49:568,-1.92489229
20160816_1203_1/19,25,4.613573468,99.6,105.6,16-08-16,12:03:49:918,-4.613573468
20160816_1203_0/5,109,4.612192462,63.6,39.4,16-08-16,12:03:52:581,-1.470599808
20160816_1203_0/6,113,4.774854948,61.8,38.6,16-08-16,12:03:55:526,-1.633262294
20160816_1203_0/7,114,4.474871074,61.7,41.4,16-08-16,12:03:58:225,-1.33327842
20160816_1204_0/0,89,4.818135423,62,46.1,16-08-16,12:04:01:331,-1.676542769
20160816_1204_1/0,29,4.077278839,85.2,98.2,16-08-16,12:04:02:650,-4.077278839
20160816_1204_0/1,91,4.78043966,62.3,47.8,16-08-16,12:04:04:047,-1.638847007
20160816_1204_1/1,26,4.232573818,88.7,98.3,16-08-16,12:04:05:742,-4.232573818
20160816_1204_0/2,92,4.755794791,62.4,49,16-08-16,12:04:07:240,-1.614202137
20160816_1204_1/2,37,4.219741161,98.8,92.2,16-08-16,12:04:10:329,-4.219741161
20160816_1204_1/3,30,4.361105208,91.5,89.7,16-08-16,12:04:12:050,-4.361105208
20160816_1204_1/4,70,5.414574292,71.3,52.8,16-08-16,12:04:14:138,-5.414574292
20160816_1204_1/5,73,5.207734745,73.8,53.8,16-08-16,12:04:16:683,-5.207734745
20160816_1204_1/6,70,5.176613372,73,56.5,16-08-16,12:04:16:715,-5.176613372
20160816_1204_1/7,26,4.59362817,96.3,83.5,16-08-16,12:04:18:877,-4.59362817
20160816_1204_1/8,67,5.588143621,73.8,57,16-08-16,12:04:19:629,-5.588143621
20160816_1204_1/9,23,3.604302813,99,72.8,16-08-16,12:04:20:237,-3.604302813
20160816_1204_1/10,26,4.898484649,95.5,76,16-08-16,12:04:20:980,-4.898484649
20160816_1204_1/11,60,5.070306769,73.5,56.3,16-08-16,12:04:21:799,-5.070306769
20160816_1204_1/12,59,5.072847101,73.5,57.7,16-08-16,12:04:21:814,-5.072847101
20160816_1204_0/6,27,5.641849578,92.6,59,16-08-16,12:04:22:116,-2.500256924
20160816_1204_1/13,22,4.395910004,98.4,80.4,16-08-16,12:04:24:049,-4.395910004
20160816_1204_1/14,86,4.964491683,67.5,61.5,16-08-16,12:04:24:944,-4.964491683
20160816_1204_1/15,85,4.962679377,68.3,59.9,16-08-16,12:04:24:960,-4.962679377
20160816_1204_1/16,35,4.417987614,98.2,77.8,16-08-16,12:04:26:706,-4.417987614
20160816_1204_1/17,33,4.424049458,96,77.2,16-08-16,12:04:26:722,-4.424049458
20160816_1204_1/18,32,4.424165201,98,79.3,16-08-16,12:04:26:737,-4.424165201
20160816_1204_1/19,85,4.908755127,57.8,56.8,16-08-16,12:04:28:898,-4.908755127
20160816_1204_1/20,50,5.340477307,62,61.2,16-08-16,12:04:32:090,-5.340477307
20160816_1204_1/21,25,4.513710564,103.4,104.2,16-08-16,12:04:32:495,-4.513710564
20160816_1204_1/22,34,3.895404523,105.8,109.2,16-08-16,12:04:33:832,-3.895404523
20160816_1204_1/23,59,5.390852798,56.8,59.4,16-08-16,12:04:37:762,-5.390852798
20160816_1204_1/24,46,4.744086452,59.3,58,16-08-16,12:04:40:995,-4.744086452
20160816_1204_1/25,35,4.2110611,106,89.5,16-08-16,12:04:45:790,-4.2110611
20160816_1204_1/26,38,1.695625588,70,64.3,16-08-16,12:04:50:993,-1.695625588
20160816_1204_1/27,28,5.204131862,70,65.2,16-08-16,12:04:54:784,-5.204131862
20160816_1204_1/28,22,5.205760355,70.1,63.3,16-08-16,12:04:54:850,-5.205760355
20160816_1204_1/29,51,5.515317618,71.8,59.6,16-08-16,12:04:58:214,-5.515317618
20160816_1205_0/2,25,1.40525982,79.8,22.3,16-08-16,12:05:33:208,1.736332834
20160816_1206_1/1,25,5.721907222,49,40.8,16-08-16,12:06:08:454,-5.721907222
20160816_1206_1/5,23,0.852806487,58.3,44.8,16-08-16,12:06:19:413,-0.852806487
20160816_1206_1/10,63,3.201389042,96.6,77.2,16-08-16,12:06:26:078,-3.201389042
20160816_1206_1/12,69,4.289236826,89.8,75.4,16-08-16,12:06:29:775,-4.289236826
20160816_1206_1/13,106,3.251185241,90.5,90.3,16-08-16,12:06:36:051,-3.251185241
20160816_1206_1/14,101,3.212597817,90.6,88.7,16-08-16,12:06:36:101,-3.212597817
20160816_1206_1/15,24,6.176018632,62,47.7,16-08-16,12:06:38:156,-6.176018632
20160816_1206_1/17,92,4.087513439,87.8,86.8,16-08-16,12:06:39:554,-4.087513439
20160816_1206_1/16,24,0.668436352,68.6,58.2,16-08-16,12:06:40:134,-0.668436352
20160816_1206_1/19,34,0.920974729,73,53.5,16-08-16,12:06:44:234,-0.920974729
